,Content ID,Reaction Type,Reaction Score,Datetime,Content Type,Category,,Sorted,Score
6761,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,75,6/8/2021 10:26,photo,science,,,
6762,3926740f-e4f7-4229-9aad-e435149d0d2f,like,50,6/6/2021 20:27,photo,science,,,
6763,3926740f-e4f7-4229-9aad-e435149d0d2f,indifferent,20,1/15/2021 20:06,photo,science,,,
6764,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,75,3/6/2021 21:35,photo,science,,,
6765,3926740f-e4f7-4229-9aad-e435149d0d2f,indifferent,20,11/5/2020 8:58,photo,science,,,
6766,3926740f-e4f7-4229-9aad-e435149d0d2f,like,50,12/8/2020 1:56,photo,science,,,
6768,590873fc-e921-4396-a173-a43451675afc,interested,30,11/1/2020 19:08,GIF,studying,,,
6769,590873fc-e921-4396-a173-a43451675afc,dislike,10,6/6/2021 12:50,GIF,studying,,,
6770,590873fc-e921-4396-a173-a43451675afc,love,65,11/2/2020 3:38,GIF,studying,,,
6771,590873fc-e921-4396-a173-a43451675afc,scared,15,8/27/2020 7:49,GIF,studying,,,
6772,590873fc-e921-4396-a173-a43451675afc,scared,15,8/20/2020 7:15,GIF,studying,,,
6773,590873fc-e921-4396-a173-a43451675afc,interested,30,1/26/2021 10:01,GIF,studying,,,
6774,590873fc-e921-4396-a173-a43451675afc,indifferent,20,3/5/2021 22:57,GIF,studying,,,
6775,590873fc-e921-4396-a173-a43451675afc,scared,15,9/29/2020 14:41,GIF,studying,,,
6776,590873fc-e921-4396-a173-a43451675afc,hate,5,9/24/2020 1:35,GIF,studying,,,
6777,590873fc-e921-4396-a173-a43451675afc,dislike,10,1/20/2021 13:36,GIF,studying,,,
6778,590873fc-e921-4396-a173-a43451675afc,hate,5,11/21/2020 16:21,GIF,studying,,,
6779,590873fc-e921-4396-a173-a43451675afc,super love,75,4/11/2021 23:24,GIF,studying,,,
6780,590873fc-e921-4396-a173-a43451675afc,dislike,10,4/15/2021 18:17,GIF,studying,,,
6781,590873fc-e921-4396-a173-a43451675afc,super love,75,2/28/2021 16:16,GIF,studying,,,
6782,590873fc-e921-4396-a173-a43451675afc,want,70,10/19/2020 3:55,GIF,studying,,,
6783,590873fc-e921-4396-a173-a43451675afc,disgust,0,11/5/2020 23:29,GIF,studying,,,
6784,590873fc-e921-4396-a173-a43451675afc,worried,12,4/8/2021 18:16,GIF,studying,,,
6785,590873fc-e921-4396-a173-a43451675afc,dislike,10,5/23/2021 16:37,GIF,studying,,,
6786,590873fc-e921-4396-a173-a43451675afc,interested,30,3/26/2021 7:38,GIF,studying,,,
6787,590873fc-e921-4396-a173-a43451675afc,intrigued,45,4/10/2021 14:24,GIF,studying,,,
6788,590873fc-e921-4396-a173-a43451675afc,indifferent,20,12/2/2020 9:31,GIF,studying,,,
6789,590873fc-e921-4396-a173-a43451675afc,cherish,70,12/30/2020 18:45,GIF,studying,,,
6790,590873fc-e921-4396-a173-a43451675afc,scared,15,6/16/2021 15:26,GIF,studying,,,
6791,590873fc-e921-4396-a173-a43451675afc,disgust,0,10/30/2020 9:23,GIF,studying,,,
6792,590873fc-e921-4396-a173-a43451675afc,peeking,35,11/8/2020 7:52,GIF,studying,,,
6793,590873fc-e921-4396-a173-a43451675afc,indifferent,20,2/25/2021 1:12,GIF,studying,,,
6794,590873fc-e921-4396-a173-a43451675afc,heart,60,7/19/2020 9:16,GIF,studying,,,
6795,590873fc-e921-4396-a173-a43451675afc,like,50,1/17/2021 2:40,GIF,studying,,,
6796,590873fc-e921-4396-a173-a43451675afc,cherish,70,2/22/2021 14:11,GIF,studying,,,
6797,590873fc-e921-4396-a173-a43451675afc,want,70,9/11/2020 15:48,GIF,studying,,,
6798,590873fc-e921-4396-a173-a43451675afc,super love,75,6/21/2020 7:31,GIF,studying,,,
6800,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,15,7/7/2020 8:05,video,travel,,,
6801,b4c71928-99f0-4f1e-bdff-3d99c16113ac,heart,60,12/16/2020 9:57,video,travel,,,
6802,b4c71928-99f0-4f1e-bdff-3d99c16113ac,hate,5,5/2/2021 12:26,video,travel,,,
6803,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,75,7/29/2020 18:13,video,travel,,,
6804,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,15,6/8/2021 6:56,video,travel,,,
6805,b4c71928-99f0-4f1e-bdff-3d99c16113ac,love,65,4/9/2021 23:30,video,travel,,,
6806,b4c71928-99f0-4f1e-bdff-3d99c16113ac,cherish,70,5/26/2021 0:20,video,travel,,,
6807,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,75,6/29/2020 16:31,video,travel,,,
6808,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,15,2/4/2021 12:52,video,travel,,,
6809,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,35,5/12/2021 0:45,video,travel,,,
6810,b4c71928-99f0-4f1e-bdff-3d99c16113ac,interested,30,7/20/2020 12:05,video,travel,,,
6811,b4c71928-99f0-4f1e-bdff-3d99c16113ac,dislike,10,7/26/2020 10:49,video,travel,,,
6812,b4c71928-99f0-4f1e-bdff-3d99c16113ac,heart,60,12/28/2020 2:34,video,travel,,,
6813,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,0,2/8/2021 2:19,video,travel,,,
6814,b4c71928-99f0-4f1e-bdff-3d99c16113ac,cherish,70,3/28/2021 10:46,video,travel,,,
6815,b4c71928-99f0-4f1e-bdff-3d99c16113ac,cherish,70,7/7/2020 3:52,video,travel,,,
6816,b4c71928-99f0-4f1e-bdff-3d99c16113ac,worried,12,7/6/2020 6:09,video,travel,,,
6817,b4c71928-99f0-4f1e-bdff-3d99c16113ac,love,65,9/4/2020 2:22,video,travel,,,
6818,b4c71928-99f0-4f1e-bdff-3d99c16113ac,worried,12,4/22/2021 7:11,video,travel,,,
6819,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,35,8/23/2020 22:21,video,travel,,,
6820,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,15,12/6/2020 10:44,video,travel,,,
6821,b4c71928-99f0-4f1e-bdff-3d99c16113ac,want,70,1/18/2021 9:07,video,travel,,,
6822,b4c71928-99f0-4f1e-bdff-3d99c16113ac,interested,30,3/4/2021 14:50,video,travel,,,
6823,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,15,8/5/2020 9:19,video,travel,,,
6824,b4c71928-99f0-4f1e-bdff-3d99c16113ac,love,65,12/27/2020 5:50,video,travel,,,
6825,b4c71928-99f0-4f1e-bdff-3d99c16113ac,want,70,2/6/2021 6:55,video,travel,,,
6826,b4c71928-99f0-4f1e-bdff-3d99c16113ac,dislike,10,5/2/2021 4:11,video,travel,,,
6827,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,35,1/23/2021 21:49,video,travel,,,
6828,b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,15,4/11/2021 14:08,video,travel,,,
6829,b4c71928-99f0-4f1e-bdff-3d99c16113ac,indifferent,20,4/7/2021 11:37,video,travel,,,
6830,b4c71928-99f0-4f1e-bdff-3d99c16113ac,intrigued,45,11/19/2020 8:00,video,travel,,,
6831,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,75,4/7/2021 7:57,video,travel,,,
6832,b4c71928-99f0-4f1e-bdff-3d99c16113ac,adore,72,3/14/2021 3:39,video,travel,,,
6833,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,0,8/8/2020 1:43,video,travel,,,
6834,b4c71928-99f0-4f1e-bdff-3d99c16113ac,indifferent,20,5/2/2021 21:34,video,travel,,,
6835,b4c71928-99f0-4f1e-bdff-3d99c16113ac,peeking,35,8/14/2020 11:05,video,travel,,,
6836,b4c71928-99f0-4f1e-bdff-3d99c16113ac,dislike,10,11/20/2020 18:47,video,travel,,,
6838,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,70,2/13/2021 8:31,GIF,dogs,,,
6839,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,72,8/18/2020 8:58,GIF,dogs,,,
6840,c7b02507-18a2-4169-91f1-4fc727c8bc03,heart,60,10/28/2020 16:20,GIF,dogs,,,
6841,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,10,5/22/2021 17:28,GIF,dogs,,,
6842,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,50,5/7/2021 12:56,GIF,dogs,,,
6843,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,72,4/9/2021 16:19,GIF,dogs,,,
6844,c7b02507-18a2-4169-91f1-4fc727c8bc03,indifferent,20,6/14/2021 2:11,GIF,dogs,,,
6845,c7b02507-18a2-4169-91f1-4fc727c8bc03,worried,12,1/22/2021 13:40,GIF,dogs,,,
6846,c7b02507-18a2-4169-91f1-4fc727c8bc03,scared,15,2/18/2021 2:31,GIF,dogs,,,
6847,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,72,7/24/2020 6:24,GIF,dogs,,,
6848,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,70,9/17/2020 13:34,GIF,dogs,,,
6849,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,50,12/16/2020 6:19,GIF,dogs,,,
6850,c7b02507-18a2-4169-91f1-4fc727c8bc03,want,70,10/6/2020 5:14,GIF,dogs,,,
6851,c7b02507-18a2-4169-91f1-4fc727c8bc03,want,70,1/19/2021 2:32,GIF,dogs,,,
6852,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,50,4/11/2021 4:20,GIF,dogs,,,
6853,c7b02507-18a2-4169-91f1-4fc727c8bc03,love,65,4/14/2021 2:46,GIF,dogs,,,
6854,c7b02507-18a2-4169-91f1-4fc727c8bc03,hate,5,5/16/2021 19:09,GIF,dogs,,,
6855,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,72,10/16/2020 16:41,GIF,dogs,,,
6856,c7b02507-18a2-4169-91f1-4fc727c8bc03,worried,12,7/17/2020 17:30,GIF,dogs,,,
6857,c7b02507-18a2-4169-91f1-4fc727c8bc03,scared,15,4/30/2021 4:06,GIF,dogs,,,
6858,c7b02507-18a2-4169-91f1-4fc727c8bc03,peeking,35,6/8/2021 11:23,GIF,dogs,,,
6859,c7b02507-18a2-4169-91f1-4fc727c8bc03,super love,75,11/25/2020 22:43,GIF,dogs,,,
6860,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,10,8/19/2020 1:06,GIF,dogs,,,
6861,c7b02507-18a2-4169-91f1-4fc727c8bc03,indifferent,20,5/30/2021 21:33,GIF,dogs,,,
6862,c7b02507-18a2-4169-91f1-4fc727c8bc03,scared,15,2/21/2021 17:42,GIF,dogs,,,
6863,c7b02507-18a2-4169-91f1-4fc727c8bc03,love,65,3/8/2021 15:15,GIF,dogs,,,
6864,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,30,4/21/2021 0:24,GIF,dogs,,,
6865,c7b02507-18a2-4169-91f1-4fc727c8bc03,heart,60,6/30/2020 8:18,GIF,dogs,,,
6866,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,70,6/6/2021 15:48,GIF,dogs,,,
6867,c7b02507-18a2-4169-91f1-4fc727c8bc03,hate,5,4/22/2021 6:16,GIF,dogs,,,
6868,c7b02507-18a2-4169-91f1-4fc727c8bc03,want,70,11/16/2020 14:09,GIF,dogs,,,
6869,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,30,6/2/2021 21:14,GIF,dogs,,,
6870,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,30,5/17/2021 2:33,GIF,dogs,,,
6871,c7b02507-18a2-4169-91f1-4fc727c8bc03,indifferent,20,8/21/2020 3:07,GIF,dogs,,,
6872,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,72,12/22/2020 20:43,GIF,dogs,,,
6873,c7b02507-18a2-4169-91f1-4fc727c8bc03,intrigued,45,11/5/2020 19:01,GIF,dogs,,,
6874,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,10,3/6/2021 15:19,GIF,dogs,,,
6875,c7b02507-18a2-4169-91f1-4fc727c8bc03,like,50,9/19/2020 12:00,GIF,dogs,,,
6876,c7b02507-18a2-4169-91f1-4fc727c8bc03,dislike,10,5/24/2021 6:04,GIF,dogs,,,
6877,c7b02507-18a2-4169-91f1-4fc727c8bc03,interested,30,11/17/2020 11:28,GIF,dogs,,,
6878,c7b02507-18a2-4169-91f1-4fc727c8bc03,disgust,0,6/16/2021 9:26,GIF,dogs,,,
6879,c7b02507-18a2-4169-91f1-4fc727c8bc03,cherish,70,3/19/2021 0:47,GIF,dogs,,,
6880,c7b02507-18a2-4169-91f1-4fc727c8bc03,intrigued,45,2/20/2021 8:26,GIF,dogs,,,
6881,c7b02507-18a2-4169-91f1-4fc727c8bc03,intrigued,45,10/6/2020 0:32,GIF,dogs,,,
6883,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,10,4/21/2021 0:57,video,cooking,,,
6884,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,indifferent,20,3/22/2021 22:19,video,cooking,,,
6885,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,12,1/8/2021 9:47,video,cooking,,,
6886,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,peeking,35,6/14/2021 11:37,video,cooking,,,
6887,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,70,9/25/2020 7:48,video,cooking,,,
6888,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,hate,5,12/15/2020 4:03,video,cooking,,,
6889,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,10,6/6/2021 0:03,video,cooking,,,
6890,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,interested,30,12/15/2020 8:15,video,cooking,,,
6891,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,70,8/12/2020 21:26,video,cooking,,,
6892,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,scared,15,6/18/2020 8:22,video,cooking,,,
6893,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,72,9/9/2020 5:02,video,cooking,,,
6894,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,10,7/20/2020 0:36,video,cooking,,,
6895,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,72,9/1/2020 4:38,video,cooking,,,
6896,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,72,10/24/2020 7:10,video,cooking,,,
6897,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,72,6/6/2021 17:48,video,cooking,,,
6898,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,indifferent,20,12/28/2020 8:49,video,cooking,,,
6899,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,12,3/31/2021 16:35,video,cooking,,,
6900,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,super love,75,2/15/2021 16:30,video,cooking,,,
6901,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,want,70,5/30/2021 3:53,video,cooking,,,
6902,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,super love,75,7/22/2020 15:05,video,cooking,,,
6903,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,like,50,6/18/2021 7:44,video,cooking,,,
6904,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,indifferent,20,7/15/2020 11:34,video,cooking,,,
6905,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,heart,60,10/12/2020 23:18,video,cooking,,,
6906,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,70,3/29/2021 13:10,video,cooking,,,
6907,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,0,10/18/2020 9:01,video,cooking,,,
6908,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,intrigued,45,3/2/2021 3:04,video,cooking,,,
6909,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,worried,12,10/9/2020 22:22,video,cooking,,,
6910,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,intrigued,45,8/3/2020 7:40,video,cooking,,,
6911,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,cherish,70,1/7/2021 5:50,video,cooking,,,
6912,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,peeking,35,4/2/2021 18:17,video,cooking,,,
6913,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,heart,60,7/24/2020 10:44,video,cooking,,,
6914,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,like,50,3/4/2021 9:56,video,cooking,,,
6915,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,0,10/5/2020 10:06,video,cooking,,,
6916,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,dislike,10,11/13/2020 13:14,video,cooking,,,
6917,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,heart,60,5/12/2021 7:46,video,cooking,,,
6918,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,intrigued,45,4/8/2021 18:51,video,cooking,,,
6920,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,heart,60,10/5/2020 14:11,photo,dogs,,,
6921,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,adore,72,3/15/2021 13:29,photo,dogs,,,
6922,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,scared,15,4/14/2021 8:02,photo,dogs,,,
6924,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,45,4/17/2021 21:34,photo,education,,,
6925,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,5,6/4/2021 7:36,photo,education,,,
6926,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,like,50,8/16/2020 17:41,photo,education,,,
6927,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,cherish,70,1/24/2021 13:02,photo,education,,,
6928,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,10,10/6/2020 11:33,photo,education,,,
6929,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,heart,60,8/20/2020 8:30,photo,education,,,
6930,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,10,3/11/2021 4:40,photo,education,,,
6931,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,5,9/4/2020 1:10,photo,education,,,
6932,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,75,8/20/2020 2:36,photo,education,,,
6933,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,0,6/25/2020 8:01,photo,education,,,
6934,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,love,65,5/17/2021 0:24,photo,education,,,
6935,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,45,1/12/2021 23:27,photo,education,,,
6936,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,75,10/30/2020 19:28,photo,education,,,
6937,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,heart,60,7/18/2020 0:22,photo,education,,,
6938,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,love,65,12/24/2020 7:20,photo,education,,,
6939,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,worried,12,5/19/2021 23:15,photo,education,,,
6940,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,10,4/20/2021 1:40,photo,education,,,
6941,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,0,1/14/2021 23:43,photo,education,,,
6942,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,cherish,70,9/30/2020 11:35,photo,education,,,
6943,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,love,65,7/12/2020 18:58,photo,education,,,
6944,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,5,2/25/2021 4:44,photo,education,,,
6945,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,like,50,5/13/2021 22:30,photo,education,,,
6946,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,45,4/4/2021 17:33,photo,education,,,
6947,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,75,10/23/2020 4:37,photo,education,,,
6948,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,heart,60,1/19/2021 1:39,photo,education,,,
6949,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,indifferent,20,8/8/2020 6:50,photo,education,,,
6950,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,dislike,10,7/22/2020 10:41,photo,education,,,
6951,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,5,2/11/2021 23:27,photo,education,,,
6952,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,interested,30,3/17/2021 13:05,photo,education,,,
6953,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,intrigued,45,7/5/2020 10:58,photo,education,,,
6954,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,0,10/3/2020 6:16,photo,education,,,
6955,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,scared,15,4/24/2021 23:59,photo,education,,,
6956,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,hate,5,7/2/2020 7:01,photo,education,,,
6957,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,cherish,70,9/6/2020 11:23,photo,education,,,
6958,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,scared,15,3/26/2021 21:23,photo,education,,,
6960,990ad477-b9eb-4ea6-9ec8-3f941f53b758,peeking,35,10/5/2020 15:04,audio,animals,,,
6961,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,75,9/17/2020 8:48,audio,animals,,,
6962,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,75,7/11/2020 18:21,audio,animals,,,
6963,990ad477-b9eb-4ea6-9ec8-3f941f53b758,heart,60,2/23/2021 9:52,audio,animals,,,
6964,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,75,7/11/2020 20:21,audio,animals,,,
6965,990ad477-b9eb-4ea6-9ec8-3f941f53b758,intrigued,45,1/8/2021 1:50,audio,animals,,,
6966,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,10,5/11/2021 0:50,audio,animals,,,
6967,990ad477-b9eb-4ea6-9ec8-3f941f53b758,intrigued,45,7/21/2020 11:11,audio,animals,,,
6968,990ad477-b9eb-4ea6-9ec8-3f941f53b758,want,70,3/18/2021 21:54,audio,animals,,,
6969,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,10,10/9/2020 0:37,audio,animals,,,
6970,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,0,1/28/2021 15:29,audio,animals,,,
6971,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,0,1/18/2021 14:56,audio,animals,,,
6972,990ad477-b9eb-4ea6-9ec8-3f941f53b758,hate,5,8/30/2020 21:38,audio,animals,,,
6973,990ad477-b9eb-4ea6-9ec8-3f941f53b758,want,70,5/13/2021 20:31,audio,animals,,,
6974,990ad477-b9eb-4ea6-9ec8-3f941f53b758,peeking,35,7/18/2020 23:38,audio,animals,,,
6975,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,10,2/7/2021 7:30,audio,animals,,,
6976,990ad477-b9eb-4ea6-9ec8-3f941f53b758,interested,30,8/21/2020 14:31,audio,animals,,,
6977,990ad477-b9eb-4ea6-9ec8-3f941f53b758,dislike,10,12/7/2020 14:04,audio,animals,,,
6978,990ad477-b9eb-4ea6-9ec8-3f941f53b758,want,70,6/14/2021 22:04,audio,animals,,,
6979,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,0,1/9/2021 14:01,audio,animals,,,
6981,2240bbde-db67-4d73-b885-f0117b4b2080,heart,60,8/14/2020 2:22,video,food,,,
6982,2240bbde-db67-4d73-b885-f0117b4b2080,cherish,70,11/24/2020 19:42,video,food,,,
6983,2240bbde-db67-4d73-b885-f0117b4b2080,heart,60,4/24/2021 7:04,video,food,,,
6984,2240bbde-db67-4d73-b885-f0117b4b2080,adore,72,11/21/2020 8:10,video,food,,,
6985,2240bbde-db67-4d73-b885-f0117b4b2080,worried,12,3/13/2021 7:25,video,food,,,
6986,2240bbde-db67-4d73-b885-f0117b4b2080,want,70,9/29/2020 7:25,video,food,,,
6987,2240bbde-db67-4d73-b885-f0117b4b2080,like,50,1/21/2021 21:18,video,food,,,
6988,2240bbde-db67-4d73-b885-f0117b4b2080,interested,30,12/10/2020 21:56,video,food,,,
6989,2240bbde-db67-4d73-b885-f0117b4b2080,interested,30,3/21/2021 15:45,video,food,,,
6990,2240bbde-db67-4d73-b885-f0117b4b2080,peeking,35,10/5/2020 17:05,video,food,,,
6991,2240bbde-db67-4d73-b885-f0117b4b2080,intrigued,45,1/1/2021 1:27,video,food,,,
6992,2240bbde-db67-4d73-b885-f0117b4b2080,hate,5,6/13/2021 6:09,video,food,,,
6993,2240bbde-db67-4d73-b885-f0117b4b2080,adore,72,6/10/2021 14:11,video,food,,,
6994,2240bbde-db67-4d73-b885-f0117b4b2080,intrigued,45,3/30/2021 23:22,video,food,,,
6995,2240bbde-db67-4d73-b885-f0117b4b2080,peeking,35,12/5/2020 9:08,video,food,,,
6996,2240bbde-db67-4d73-b885-f0117b4b2080,interested,30,7/26/2020 22:00,video,food,,,
6997,2240bbde-db67-4d73-b885-f0117b4b2080,disgust,0,9/4/2020 23:32,video,food,,,
6998,2240bbde-db67-4d73-b885-f0117b4b2080,indifferent,20,11/2/2020 0:56,video,food,,,
6999,2240bbde-db67-4d73-b885-f0117b4b2080,hate,5,2/13/2021 8:43,video,food,,,
7000,2240bbde-db67-4d73-b885-f0117b4b2080,peeking,35,7/26/2020 4:29,video,food,,,
7001,2240bbde-db67-4d73-b885-f0117b4b2080,scared,15,10/13/2020 15:00,video,food,,,
7002,2240bbde-db67-4d73-b885-f0117b4b2080,intrigued,45,7/23/2020 12:41,video,food,,,
7003,2240bbde-db67-4d73-b885-f0117b4b2080,adore,72,1/14/2021 19:28,video,food,,,
7004,2240bbde-db67-4d73-b885-f0117b4b2080,scared,15,10/22/2020 20:31,video,food,,,
7005,2240bbde-db67-4d73-b885-f0117b4b2080,love,65,1/7/2021 21:54,video,food,,,
7006,2240bbde-db67-4d73-b885-f0117b4b2080,like,50,6/2/2021 18:58,video,food,,,
7007,2240bbde-db67-4d73-b885-f0117b4b2080,want,70,4/20/2021 12:48,video,food,,,
7008,2240bbde-db67-4d73-b885-f0117b4b2080,want,70,3/17/2021 19:28,video,food,,,
7010,8338222c-c31f-40f3-883c-44125f36bae8,disgust,0,9/15/2020 10:38,video,education,,,
7011,8338222c-c31f-40f3-883c-44125f36bae8,worried,12,2/19/2021 18:32,video,education,,,
7012,8338222c-c31f-40f3-883c-44125f36bae8,like,50,12/18/2020 7:15,video,education,,,
7013,8338222c-c31f-40f3-883c-44125f36bae8,like,50,10/25/2020 10:02,video,education,,,
7014,8338222c-c31f-40f3-883c-44125f36bae8,cherish,70,5/28/2021 18:04,video,education,,,
7015,8338222c-c31f-40f3-883c-44125f36bae8,dislike,10,4/19/2021 23:56,video,education,,,
7016,8338222c-c31f-40f3-883c-44125f36bae8,dislike,10,5/18/2021 14:59,video,education,,,
7017,8338222c-c31f-40f3-883c-44125f36bae8,like,50,6/27/2020 6:46,video,education,,,
7018,8338222c-c31f-40f3-883c-44125f36bae8,interested,30,2/21/2021 22:08,video,education,,,
7019,8338222c-c31f-40f3-883c-44125f36bae8,super love,75,12/15/2020 11:03,video,education,,,
7020,8338222c-c31f-40f3-883c-44125f36bae8,peeking,35,5/15/2021 15:11,video,education,,,
